acode_index,url,country,full_date,month,name,sport,year
1167,http://services.datasport.com/2010/lauf/neujahrsmarathon/,CCH,Fri 01.01.2010,1,"Neujahrsmarathon Zürich, Schlieren",Running,2010
1168,http://services.datasport.com/2010/lauf/presinge,CCH,Sun 21.03.2010,3,Tour de Presinge,Running,2010
1169,http://services.datasport.com/2010/lauf/reuss,CCH,Sat 27.02.2010,2,ASICS Bremgarter Reusslauf,Running,2010
1170,http://services.datasport.com/2010/lauf/rheinfall,CCH,Sun 29.08.2010,8,"Rheinfall-Lauf, Neuhausen",Running,2010
1171,http://services.datasport.com/2010/lauf/rotsee,CCH,Sat 17.04.2010,4,"Rotseelauf, Ebikon",Running,2010
1172,http://services.datasport.com/2010/lauf/runtothebeat,CCH,Sun 12.09.2010,9,IWB Basel Marathon,Running,2010
1173,http://services.datasport.com/2010/lauf/schloss,CCH,Sun 10.10.2010,10,Schlosslauf Rapperswil-Jona,Running,2010
1174,http://services.datasport.com/2010/lauf/sempach,CCH,Sat 26.06.2010,6,Hellebardenlauf Sempach,Running,2010
1175,http://services.datasport.com/2010/lauf/sempacherseelauf,CCH,Sat 08.05.2010,5,"Sempacherseelauf, Sursee",Running,2010
1176,http://services.datasport.com/2010/lauf/sihltaler,CCH,Sat 01.05.2010,5,"Sihltaler Frühlingslauf, Gattikon",Running,2010
1177,http://services.datasport.com/2010/lauf/silvester,CCH,Sun 12.12.2010,12,"Zürcher Silvesterlauf, Zürich",Running,2010
1178,http://services.datasport.com/2010/lauf/sion,CCH,Sat 11.12.2010,12,Course Titzé de noël Sion,Running,2010
1179,http://services.datasport.com/2010/lauf/sm10km09,CCH,Sat 27.03.2010,3,10km de Payerne,Running,2010
1180,http://services.datasport.com/2010/lauf/steinhlzli,CCH,Sun 05.12.2010,12,"Steinhölzlilauf, Liebefeld",Running,2010
1181,http://services.datasport.com/2010/lauf/stralugano,CCH,Sun 26.09.2010,9,"Stralugano, Lugano",Running,2010
1182,http://services.datasport.com/2010/lauf/strongmanrun_ch,CCH,Sun 21.03.2010,3,"FISHERMAN'S FRIEND StrongmanRun, Thun",Running,2010
1183,http://services.datasport.com/2010/lauf/tdcn/etape1,CCH,Wed 21.04.2010,4,BCN Tour Colombier,Running,2010
1184,http://services.datasport.com/2010/lauf/tdcn/etape2,CCH,Wed 28.04.2010,4,BCN Tour Ponts-de-Martel,Running,2010
1185,http://services.datasport.com/2010/lauf/tdcn/etape3,CCH,Wed 05.05.2010,5,BCN Tour Le Locle,Running,2010
1186,http://services.datasport.com/2010/lauf/tdcn/etape4,CCH,Wed 12.05.2010,5,BCN Tour La Chaux-de-fonds,Running,2010
1187,http://services.datasport.com/2010/lauf/tdcn/etape5,CCH,Wed 19.05.2010,5,BCN Tour Môtier,Running,2010
1188,http://services.datasport.com/2010/lauf/tdcn/etape6,CCH,Wed 26.05.2010,5,BCN Tour Neuchâtel,Running,2010
1189,http://services.datasport.com/2010/lauf/tdpv/etape1,CCH,Wed 08.09.2010,9,Tour du Pays de Vaud #5 - La Sarraz,Running,2010
1190,http://services.datasport.com/2010/lauf/tdpv/etape2,CCH,Wed 18.08.2010,8,Tour du Pays de Vaud #2 - Genolier,Running,2010
1191,http://services.datasport.com/2010/lauf/tdpv/etape3,CCH,Wed 11.08.2010,8,Tour du pays de Vaud #1 – St. Prex,Running,2010
1192,http://services.datasport.com/2010/lauf/tdpv/etape4,CCH,Wed 25.08.2010,8,Tour du pays de Vaud #3 - Mezières,Running,2010
1193,http://services.datasport.com/2010/lauf/tenero,CCH,Sun 14.11.2010,11,"Maratona Ticino, Tenero",Running,2010
1194,http://services.datasport.com/2010/lauf/thunstadt,CCH,Sun 22.08.2010,8,"Thuner Stadtlauf, Thun",Running,2010
1195,http://services.datasport.com/2010/lauf/thyon,CCH,Sun 01.08.2010,8,"Course pédestre Thyon-Dixence, Thyon",Running,2010
1196,http://services.datasport.com/2010/lauf/toess,CCH,Tue 08.06.2010,6,"Töss-Stafette, Winterthur",Running,2010
1197,http://services.datasport.com/2010/lauf/tower,CCH,Sat 13.02.2010,2,"Tower-Running, Basel",Running,2010
1198,http://services.datasport.com/2010/lauf/traines,CCH,Sat 10.04.2010,4,"Les Traine-Savates, Cheseaux-sur-Lausanne",Running,2010
1199,http://services.datasport.com/2010/lauf/trotteuse,CCH,Sat 18.12.2010,12,"La Trotteuse-Tissot, La Chaux-de-Fonds",Running,2010
1200,http://services.datasport.com/2010/lauf/verbier,CCH,Sat 03.07.2010+Sun 04.07.2010,7,"Trail Verbier Saint-Bernard, Verbier",Running,2010
1201,http://services.datasport.com/2010/lauf/wallisellen,CCH,Sun 07.11.2010,11,"Walliseller Lauf, Wallisellen",Running,2010
1202,http://services.datasport.com/2010/lauf/willisau,CCH,Sat 25.09.2010,9,"Willisauer Lauf, Willisau",Running,2010
1203,http://services.datasport.com/2010/lauf/winterthur,CCH,Sun 16.05.2010,5,Winterthur Marathon,Running,2010
1204,http://services.datasport.com/2010/lauf/wohlen,CCH,Sat 22.05.2010,5,Pfingstlauf Wohlen AG,Running,2010
1205,http://services.datasport.com/2010/lauf/zermattmarathon,CCH,Sat 10.07.2010,7,"Zermatt Marathon, Zermatt",Running,2010
1206,http://services.datasport.com/2010/lauf/zinal,CCH,Sun 08.08.2010,8,"Sierre-Zinal, Sierre",Running,2010
1207,http://services.datasport.com/2010/lauf/zofinger,CCH,Sat 15.05.2010,5,"Zofinger Stadtlauf, Zofingen",Running,2010
1208,http://services.datasport.com/2010/lauf/zuerich,CCH,Sun 11.04.2010,4,"Zürich Marathon, Teamrun und Cityrun",Running,2010
1209,http://services.datasport.com/2010/zkb/affoltern,CCH,Sat 11.09.2010,9,Türlerseelauf Affoltern am Albis,Running,2010
1210,http://services.datasport.com/2010/zkb/flughafen,CCH,Thu 13.05.2010,5,"Flughafenlauf, Kloten",Running,2010
1211,http://services.datasport.com/2010/zkb/gpduebendorf,CCH,Sat 17.04.2010,4,GP der Stadt Dübendorf,Running,2010
1212,http://services.datasport.com/2010/zkb/maennedorf,CCH,Sat 27.03.2010,3,Männedörfler Waldlauf,Running,2010
1213,http://services.datasport.com/2010/zkb/pfaeffiker,CCH,Sun 26.09.2010,9,"Pfäffikerseelauf, Wetzikon",Running,2010
1214,http://services.datasport.com/2010/zkb/rueti,CCH,Sat 04.09.2010,9,"Rütilauf, Rüti ZH",Running,2010
1215,http://services.datasport.com/2010/zkb/uetliberg,CCH,Sat 23.10.2010,10,"Üetliberglauf, Zürich",Running,2010
1216,http://services.datasport.com/2010/zkb/winterthur,CCH,Sat 06.03.2010,3,Laufsporttag Winterthur,Running,2010
1217,http://services.datasport.com/2010/zkb/wyland,CCH,Sat 19.06.2010,6,"Wylandlauf, Andelfingen",Running,2010
1218,http://services.datasport.com/2010/zkb/zhneujahr,CCH,Sat 09.01.2010,1,"Dietiker Neujahrslauf, Dietikon",Running,2010
1219,http://services.datasport.com/2010/zkb/zumiker,CCH,Sat 05.06.2010,6,Zumiker-Lauf,Running,2010
1220,http://services.datasport.com/2011/lauf/Greifenseelauf,CCH,Sat 17.09.2011,9,"Int Greifenseelauf, Uster",Running,2011
1221,http://services.datasport.com/2011/lauf/SGPP,CCH,Thu 15.09.2011,9,"Kongresslauf für psychische Gesundheit, Interlaken",Running,2011
1222,http://services.datasport.com/2011/lauf/TourDuChablais/etappe1,CCH,Wed 27.04.2011,4,Tour du Chablais #1 Lavey,Running,2011
1223,http://services.datasport.com/2011/lauf/TourDuChablais/etappe2,CCH,Wed 04.05.2011,5,Tour du Chablais #2 Rennaz,Running,2011
1224,http://services.datasport.com/2011/lauf/TourDuChablais/etappe3,CCH,Wed 11.05.2011,5,Tour du Chablais #3 Le Bouveret,Running,2011
1225,http://services.datasport.com/2011/lauf/TourDuChablais/etappe4,CCH,Wed 18.05.2011,5,Tour du Chablais #4 Morgins,Running,2011
1226,http://services.datasport.com/2011/lauf/TourDuChablais/etappe5,CCH,Wed 25.05.2011,5,Tour du Chablais #5 Les Mosses,Running,2011
1227,http://services.datasport.com/2011/lauf/TourDuChablais/etappe6,CCH,Wed 01.06.2011,6,Tour du Chablais #6 Aigle,Running,2011
1228,http://services.datasport.com/2011/lauf/YverdonNoel,CCH,Sun 27.11.2011,11,"Course de l'Avent, Yverdon",Running,2011
1229,http://services.datasport.com/2011/lauf/aegeri,CCH,Fri 22.07.2011,7,"Aegeriseelauf, Oberägeri",Running,2011
1230,http://services.datasport.com/2011/lauf/altstaeter,CCH,Sat 10.09.2011,9,Altstätter Städtlilauf,Running,2011
1231,http://services.datasport.com/2011/lauf/appenzellerlauf,CCH,Sat 18.06.2011,6,"Appenzellerlauf, Appenzell",Running,2011
1232,http://services.datasport.com/2011/lauf/arosa,CCH,Sat 08.01.2011,1,"Swiss Snow Walk & Run, Arosa",Running,2011
1233,http://services.datasport.com/2011/lauf/baden,CCH,Sat 26.03.2011,3,"Badener Limmat-Lauf, Baden",Running,2011
1234,http://services.datasport.com/2011/lauf/baldegger,CCH,Sat 04.06.2011,6,"Baldeggerseelauf, Hitzkirch",Running,2011
1235,http://services.datasport.com/2011/lauf/basel,CCH,Sat 26.11.2011,11,Basler Stadtlauf,Running,2011
1236,http://services.datasport.com/2011/lauf/biel,CCH,Thu 16.06.2011 bisSat 18.06.2011,6,"Bieler Lauftage, Biel/Bienne",Running,2011
1237,http://services.datasport.com/2011/lauf/bielercross,CCH,Sun 13.11.2011,11,"Int. Bieler Cross, Biel-Bienne",Running,2011
1238,http://services.datasport.com/2011/lauf/birslauffr,CCH,Sat 26.03.2011,3,Birslauf Basel,Running,2011
1239,http://services.datasport.com/2011/lauf/blenio,CCH,Mon 25.04.2011,4,"Giro Media Blenio, Dongio",Running,2011
1240,http://services.datasport.com/2011/lauf/bluemlisalp,CCH,Sun 29.05.2011,5,"Blüemlisalp-Lauf, Reichenbach",Running,2011
1241,http://services.datasport.com/2011/lauf/bremgarten,CCH,Sun 23.10.2011,10,"Bremgartenlauf, Bremgarten b.Bern",Running,2011
1242,http://services.datasport.com/2011/lauf/brienzer,CCH,Sun 16.10.2011,10,"Brienzerseelauf, Bönigen",Running,2011
1243,http://services.datasport.com/2011/lauf/bruggelauf,CCH,Sun 14.08.2011,8,Basler Bruggelauf,Running,2011
1244,http://services.datasport.com/2011/lauf/buendner,CCH,Sat 16.04.2011,4,"Bündner Frühlingslauf, Domat / Ems",Running,2011
1245,http://services.datasport.com/2011/lauf/bueren,CCH,Sat 15.10.2011,10,"Bürenlauf, Büren an der Aare",Running,2011
1246,http://services.datasport.com/2011/lauf/burgherbst,CCH,Sat 22.10.2011,10,Herbstlauf Burgdorf,Running,2011
1247,http://services.datasport.com/2011/lauf/carouge,CCH,Sat 24.09.2011,9,A travers Carouge - Run to Run,Running,2011
1248,http://services.datasport.com/2011/lauf/chrischonalauf,CCH,Wed 22.06.2011,6,"Chrischonalauf, Riehen",Running,2011
1249,http://services.datasport.com/2011/lauf/chur,CCH,Fri 17.06.2011,6,Churer Lauf Parade,Running,2011
1250,http://services.datasport.com/2011/lauf/collontrek,CCH,Sat 03.09.2011,9,"Collontrek, Bionaz (I) - Arolla (CH)",Running,2011
1251,http://services.datasport.com/2011/lauf/corrida,CCH,Sat 19.11.2011,11,"Corrida Bulloise, Bulle",Running,2011
1252,http://services.datasport.com/2011/lauf/cross-sion,CCH,Sat 05.03.2011,3,"Championnat Suisse de Cross, Sion",Running,2011
1253,http://services.datasport.com/2011/lauf/crossrun,CCH,Sun 28.08.2011,8,"crossrun, Therwil",Running,2011
1254,http://services.datasport.com/2011/lauf/cuorsadilrein,CCH,Sun 05.06.2011,6,"La Cuorsa dil Rein, Disentis",Running,2011
1255,http://services.datasport.com/2011/lauf/derendingen,CCH,Fri 24.06.2011,6,"Derendinger Abendlauf, Derendingen",Running,2011
1256,http://services.datasport.com/2011/lauf/dreilaender,CCH,Sun 22.05.2011,5,"Dreiländer-Lauf, Basel",Running,2011
1257,http://services.datasport.com/2011/lauf/eiken,CCH,Sat 23.04.2011,4,"GP Fricktal, Eiken",Running,2011
1258,http://services.datasport.com/2011/lauf/emme,CCH,Wed 17.08.2011,8,Emmenlauf Utzenstorf,Running,2011
1259,http://services.datasport.com/2011/lauf/engadin,CCH,Sun 21.08.2011,8,"Engadiner Sommerlauf, Samedan",Running,2011
1260,http://services.datasport.com/2011/lauf/escalade,CCH,Sat 03.12.2011,12,"Course de l'Escalade, Genève",Running,2011
1261,http://services.datasport.com/2011/lauf/faido,CCH,Fri 20.05.2011,5,Faido Running Night,Running,2011
1262,http://services.datasport.com/2011/lauf/fitevent,CCH,Sun 28.08.2011,8,Run&Walk Event Rothenburg,Running,2011
1263,http://services.datasport.com/2011/lauf/frauenfeld,CCH,Sat 27.08.2011,8,Frauenfelder Stadtlauf,Running,2011
1264,http://services.datasport.com/2011/lauf/frauenfelder,CCH,Sun 20.11.2011,11,Frauenfelder,Running,2011
1265,http://services.datasport.com/2011/lauf/frauenlauf,CCH,Sun 19.06.2011,6,Schweizer Frauenlauf Bern,Running,2011
1266,http://services.datasport.com/2011/lauf/gempen,CCH,Wed 08.06.2011,6,"Gempenlauf, Dornach",Running,2011
1267,http://services.datasport.com/2011/lauf/gersau,CCH,Sat 31.12.2011,12,Silvesterlauf Gersau,Running,2011
1268,http://services.datasport.com/2011/lauf/gippingen,CCH,Sat 31.12.2011,12,Gippinger Stauseelauf,Running,2011
1269,http://services.datasport.com/2011/lauf/glacier3000,CCH,Sat 06.08.2011,8,"Glacier 3000 Run, Gstaad",Running,2011
1270,http://services.datasport.com/2011/lauf/glarus,CCH,Sat 29.10.2011,10,"Glarner Stadtlauf, Glarus",Running,2011
1271,http://services.datasport.com/2011/lauf/gletscherlauf,CCH,Sun 26.06.2011,6,"Aletsch-Halbmarathon, Bettmeralp",Running,2011
1272,http://services.datasport.com/2011/lauf/gossau,CCH,Sat 03.12.2011,12,Gossauer Weihnachtslauf,Running,2011
1273,http://services.datasport.com/2011/lauf/grmarathon,CCH,Sat 25.06.2011+Sun 26.06.2011,6,"Graubünden Marathon/Walking, Lenzerheide",Running,2011
1274,http://services.datasport.com/2011/lauf/gurten,CCH,Sun 06.11.2011,11,"Gurtenclassic, Wabern",Running,2011
1275,http://services.datasport.com/2011/lauf/hallwil,CCH,Sat 15.10.2011,10,"Hallwilerseelauf, Beinwil am See",Running,2011
1276,http://services.datasport.com/2011/lauf/highheel-bern,CCH,Fri 08.04.2011,4,"High Heel Run, Bern",Running,2011
1277,http://services.datasport.com/2011/lauf/jmprolog,CCH,Fri 09.09.2011,9,"Jungfrau Minirun + Minimarathon, Interlaken",Running,2011
1278,http://services.datasport.com/2011/lauf/jungfrau,CCH,Sat 10.09.2011,9,"Jungfrau-Marathon, Interlaken",Running,2011
1279,http://services.datasport.com/2011/lauf/kehrsatz,CCH,Sat 30.04.2011,4,"Chäsitzerlouf, Kehrsatz",Running,2011
1280,http://services.datasport.com/2011/lauf/kerzers,CCH,Sat 19.03.2011,3,Kerzerslauf,Running,2011
1281,http://services.datasport.com/2011/lauf/km20,CCH,Sat 30.04.2011,4,20km de Lausanne,Running,2011
1282,http://services.datasport.com/2011/lauf/kyburg,CCH,Sat 12.11.2011,11,"Kyburglauf, Kyburg",Running,2011
1283,http://services.datasport.com/2011/lauf/lamara,CCH,Sun 30.10.2011,10,Lausanne Marathon,Running,2011
1284,http://services.datasport.com/2011/lauf/langenthal,CCH,Sat 19.11.2011,11,Langenthaler Stadtlauf,Running,2011
1285,http://services.datasport.com/2011/lauf/laufen,CCH,Sat 02.07.2011,7,10-Meilen Laufen,Running,2011
1286,http://services.datasport.com/2011/lauf/lburger,CCH,Sat 28.05.2011,5,Lenzburger Lauf,Running,2011
1287,http://services.datasport.com/2011/lauf/liestal,CCH,Wed 31.08.2011,8,Liestaler Stadtlauf,Running,2011
1288,http://services.datasport.com/2011/lauf/lucernemarathon,CCH,Sun 30.10.2011,10,"Lucerne Marathon, Luzern",Running,2011
1289,http://services.datasport.com/2011/lauf/lugano,CCH,Sun 03.04.2011,4,Walking Lugano,Running,2011
1290,http://services.datasport.com/2011/lauf/luzern,CCH,Sat 07.05.2011,5,Luzerner Stadtlauf,Running,2011
1291,http://services.datasport.com/2011/lauf/lyss10km,CCH,Sat 02.04.2011,4,10km Schweizer Meisterschaften Lyss,Running,2011
1292,http://services.datasport.com/2011/lauf/maennlichen,CCH,Sun 05.06.2011,6,"Männlichen Halbmarathon, Grindelwald",Running,2011
1293,http://services.datasport.com/2011/lauf/matterhorn,CCH,Sat 20.08.2011+Sun 21.08.2011,8,"Internationaler Matterhornlauf, Zermatt",Running,2011
1294,http://services.datasport.com/2011/lauf/meyrin,CCH,Sat 26.11.2011,11,Foulées automnales de Meyrin,Running,2011
1295,http://services.datasport.com/2011/lauf/midnight,CCH,Sat 17.12.2011,12,"Christmas Midnight Run, Lausanne",Running,2011
1296,http://services.datasport.com/2011/lauf/mmc,CCH,Sat 08.10.2011,10,Mountain Marathon Cup,Running,2011
1297,http://services.datasport.com/2011/lauf/montreux,CCH,Sun 10.07.2011,7,Montreux - Les Rochers de Naye,Running,2011
1298,http://services.datasport.com/2011/lauf/morat,CCH,Sat 01.10.2011+Sun 02.10.2011,10,Morat-Fribourg,Running,2011
1299,http://services.datasport.com/2011/lauf/mountainman,CCH,Sat 20.08.2011,8,"Mountainman, Titlis-Hasliberg-Pilatus",Running,2011
1300,http://services.datasport.com/2011/lauf/muensingen,CCH,Sat 13.08.2011,8,"Münsiger-Louf, Münsingen",Running,2011
1301,http://services.datasport.com/2011/lauf/murilauf,CCH,Sun 03.07.2011,7,"Murilauf, Muri b. Bern",Running,2011
1302,http://services.datasport.com/2011/lauf/neerach,CCH,Sun 25.09.2011,9,Neeracher Kinder- und Jugendlauf,Running,2011
1303,http://services.datasport.com/2011/lauf/neujahrsmarathon/,CCH,Sat 01.01.2011,1,"Neujahrsmarathon Zürich, Schlieren",Running,2011
1304,http://services.datasport.com/2011/lauf/payerne,CCH,Sat 16.04.2011,4,"10km, Payerne",Running,2011
1305,http://services.datasport.com/2011/lauf/presinge,CCH,Sun 20.03.2011,3,Tour de Presinge,Running,2011
1306,http://services.datasport.com/2011/lauf/reuss,CCH,Sat 26.02.2011,2,ASICS Bremgarter Reusslauf,Running,2011
1307,http://services.datasport.com/2011/lauf/rheinfall,CCH,Sun 21.08.2011,8,"Rheinfall-Lauf, Neuhausen",Running,2011
1308,http://services.datasport.com/2011/lauf/rotsee,CCH,Sat 16.04.2011,4,"Rotseelauf, Ebikon",Running,2011
1309,http://services.datasport.com/2011/lauf/runtothebeat,CCH,Sun 11.09.2011,9,IWB Basel Marathon,Running,2011
1310,http://services.datasport.com/2011/lauf/schloss,CCH,Sun 09.10.2011,10,Schlosslauf Rapperswil-Jona,Running,2011
1311,http://services.datasport.com/2011/lauf/sempach,CCH,Sat 25.06.2011,6,Hellebardenlauf Sempach,Running,2011
1312,http://services.datasport.com/2011/lauf/sempacherseelauf,CCH,Sat 21.05.2011,5,"Sempacherseelauf, Sursee",Running,2011
1313,http://services.datasport.com/2011/lauf/sihltaler,CCH,Sun 01.05.2011,5,"Sihltaler Frühlingslauf, Gattikon",Running,2011
1314,http://services.datasport.com/2011/lauf/silvester,CCH,Sun 11.12.2011,12,"Zürcher Silvesterlauf, Zürich",Running,2011
1315,http://services.datasport.com/2011/lauf/sion,CCH,Sat 10.12.2011,12,Course Titzé de noël Sion,Running,2011
1316,http://services.datasport.com/2011/lauf/sommer-gommer,CCH,Sat 03.09.2011,9,"Sommer Gommerlauf, Ulrichen",Running,2011
1317,http://services.datasport.com/2011/lauf/steinhlzli,CCH,Sun 04.12.2011,12,"Steinhölzlilauf, Liebefeld",Running,2011
1318,http://services.datasport.com/2011/lauf/stralugano,CCH,Sun 25.09.2011,9,"Stralugano, Lugano",Running,2011
1319,http://services.datasport.com/2011/lauf/strongmanrun_ch,CCH,Sun 27.03.2011,3,"FISHERMAN'S FRIEND StrongmanRun, Thun",Running,2011
1320,http://services.datasport.com/2011/lauf/tdcn/etape1,CCH,Wed 20.04.2011,4,BCN Tour Auvernier,Running,2011
1321,http://services.datasport.com/2011/lauf/tdcn/etape2,CCH,Wed 27.04.2011,4,BCN Tour Fontaine/Cernier,Running,2011
1322,http://services.datasport.com/2011/lauf/tdcn/etape3,CCH,Wed 04.05.2011,5,BCN Tour La Brévine,Running,2011
1323,http://services.datasport.com/2011/lauf/tdcn/etape4,CCH,Wed 11.05.2011,5,BCN Tour La Chaux-de-Fonds,Running,2011
1324,http://services.datasport.com/2011/lauf/tdcn/etape5,CCH,Wed 18.05.2011,5,BCN Tour Les Ponts de Martel,Running,2011
1325,http://services.datasport.com/2011/lauf/tdcn/etape6,CCH,Wed 25.05.2011,5,BCN Tour Neuchâtel,Running,2011
1326,http://services.datasport.com/2011/lauf/tdpv/etape1,CCH,Wed 07.09.2011,9,Tour du pays de Vaud #5 - Penthaz,Running,2011
1327,http://services.datasport.com/2011/lauf/tdpv/etape2,CCH,Wed 17.08.2011,8,Tour du Pays de Vaud #2 - Genolier,Running,2011
1328,http://services.datasport.com/2011/lauf/tdpv/etape3,CCH,Wed 10.08.2011,8,Tour du pays de Vaud #1 - Mezières,Running,2011
1329,http://services.datasport.com/2011/lauf/tdpv/etape4,CCH,Wed 24.08.2011,8,Tour du Pays de Vaud #3 - La Sarraz,Running,2011
1330,http://services.datasport.com/2011/lauf/tdpv/etape6,CCH,Wed 14.09.2011,9,Tour du pays de Vaud #6 - St. Prex,Running,2011
1331,http://services.datasport.com/2011/lauf/tenero,CCH,Sun 13.11.2011,11,"Maratona Ticino, Tenero",Running,2011
1332,http://services.datasport.com/2011/lauf/thunstadt,CCH,Sun 28.08.2011,8,"Thuner Stadtlauf, Thun",Running,2011
1333,http://services.datasport.com/2011/lauf/thyon,CCH,Sun 07.08.2011,8,"Course pédestre Thyon-Dixence, Thyon",Running,2011
1334,http://services.datasport.com/2011/lauf/toess,CCH,Tue 07.06.2011,6,"Töss-Stafette, Winterthur",Running,2011
1335,http://services.datasport.com/2011/lauf/tower,CCH,Sat 12.02.2011,2,"Tower-Running, Basel",Running,2011
1336,http://services.datasport.com/2011/lauf/traines,CCH,Sat 09.04.2011,4,"Les Traine-Savates, Cheseaux-sur-Lausanne",Running,2011
1337,http://services.datasport.com/2011/lauf/trotteuse,CCH,Sat 17.12.2011,12,"La Trotteuse-Tissot, La Chaux-de-Fonds",Running,2011
1338,http://services.datasport.com/2011/lauf/wallisellen,CCH,Sun 06.11.2011,11,"Walliseller Lauf, Wallisellen",Running,2011
1339,http://services.datasport.com/2011/lauf/willisau,CCH,Sat 24.09.2011,9,"Willisauer Lauf, Willisau",Running,2011
1340,http://services.datasport.com/2011/lauf/winterthur,CCH,Sun 29.05.2011,5,Winterthur Marathon,Running,2011
1341,http://services.datasport.com/2011/lauf/wohlen,CCH,Sat 11.06.2011,6,Pfingstlauf Wohlen AG,Running,2011
1342,http://services.datasport.com/2011/lauf/zermattmarathon,CCH,Sat 09.07.2011,7,"Zermatt Marathon, Zermatt",Running,2011
1343,http://services.datasport.com/2011/lauf/zinal,CCH,Sun 14.08.2011,8,"Sierre-Zinal, Sierre",Running,2011
1344,http://services.datasport.com/2011/lauf/zofinger,CCH,Sat 14.05.2011,5,"Zofinger Stadtlauf, Zofingen",Running,2011
1345,http://services.datasport.com/2011/lauf/zuerich,CCH,Sun 17.04.2011,4,"Zürich Marathon, Teamrun und Cityrun",Running,2011
1346,http://services.datasport.com/2011/tri/inferno,CCH,Sat 20.08.2011,8,"Inferno Halbmarathon, Mürren",Running,2011
1347,http://services.datasport.com/2011/zkb/affoltern,CCH,Sat 10.09.2011,9,Türlerseelauf Affoltern am Albis,Running,2011
1348,http://services.datasport.com/2011/zkb/flughafen,CCH,Thu 02.06.2011,6,"Flughafenlauf, Kloten",Running,2011
1349,http://services.datasport.com/2011/zkb/gpduebendorf,CCH,Sat 09.04.2011,4,GP der Stadt Dübendorf,Running,2011
1350,http://services.datasport.com/2011/zkb/maennedorf,CCH,Sat 26.03.2011,3,Männedörfler Waldlauf,Running,2011
1351,http://services.datasport.com/2011/zkb/pfaeffiker,CCH,Sun 25.09.2011,9,"Pfäffikerseelauf, Wetzikon",Running,2011
1352,http://services.datasport.com/2011/zkb/rueti,CCH,Sat 03.09.2011,9,"Rütilauf, Rüti ZH",Running,2011
1353,http://services.datasport.com/2011/zkb/uetliberg,CCH,Sat 22.10.2011,10,"Üetliberglauf, Zürich",Running,2011
1354,http://services.datasport.com/2011/zkb/winterthur,CCH,Sat 05.03.2011,3,Laufsporttag Winterthur,Running,2011
1355,http://services.datasport.com/2011/zkb/wyland,CCH,Sat 18.06.2011,6,"Wylandlauf, Andelfingen",Running,2011
1356,http://services.datasport.com/2011/zkb/zhneujahr,CCH,Sat 08.01.2011,1,"Dietiker Neujahrslauf, Dietikon",Running,2011
1357,http://services.datasport.com/2011/zkb/zumiker,CCH,Sat 02.04.2011,4,Zumiker-Lauf,Running,2011
1358,http://services.datasport.com/2011\lauf\augusta-raurica,CCH,Sun 13.11.2011,11,"Augusta Raurica Lauf, Augst BL",Running,2011
1359,http://services.datasport.com/2011\lauf\telltrophy,CCH,Sun 15.05.2011,5,Tell Trophy Attinghausen,Running,2011
1360,http://services.datasport.com/2012/lauf/6weeks/etappe1,CCH,Wed 18.04.2012,4,GO-IN 6 Weeks #1 Sursee,Running,2012
1361,http://services.datasport.com/2012/lauf/6weeks/etappe2,CCH,Wed 25.04.2012,4,GO-IN 6 Weeks #2 Inwil,Running,2012
1362,http://services.datasport.com/2012/lauf/6weeks/etappe3,CCH,Wed 02.05.2012,5,GO-IN 6 Weeks #3 Buttisholz,Running,2012
1363,http://services.datasport.com/2012/lauf/6weeks/etappe4,CCH,Wed 09.05.2012,5,GO-IN 6 Weeks #4 Romoos,Running,2012
1364,http://services.datasport.com/2012/lauf/6weeks/etappe5,CCH,Wed 16.05.2012,5,GO-IN 6 Weeks #5 Gettnau,Running,2012
1365,http://services.datasport.com/2012/lauf/6weeks/etappe6,CCH,Wed 23.05.2012,5,GO-IN 6 Weeks #6 Dagmersellen,Running,2012
1366,http://services.datasport.com/2012/lauf/Avent,CCH,Sun 25.11.2012,11,"Course de l'Avent, Fribourg",Running,2012
1367,http://services.datasport.com/2012/lauf/Greifenseelauf,CCH,Sat 22.09.2012,9,"Int Greifenseelauf, Uster",Running,2012
1368,http://services.datasport.com/2012/lauf/TourDuChablais/etappe1,CCH,Wed 11.04.2012,4,Tour du Chablais #1 Montreux,Running,2012
1369,http://services.datasport.com/2012/lauf/TourDuChablais/etappe2,CCH,Wed 18.04.2012,4,Tour du Chablais #2 Bex,Running,2012
1370,http://services.datasport.com/2012/lauf/TourDuChablais/etappe3,CCH,Wed 25.04.2012,4,Tour du Chablais #3 Collombey-Muraz,Running,2012
1371,http://services.datasport.com/2012/lauf/TourDuChablais/etappe4,CCH,Wed 02.05.2012,5,Tour du Chablais #4 Champéry,Running,2012
1372,http://services.datasport.com/2012/lauf/TourDuChablais/etappe5,CCH,Wed 09.05.2012,5,Tour du Chablais #5 Bex,Running,2012
1373,http://services.datasport.com/2012/lauf/TourDuChablais/etappe6,CCH,Wed 16.05.2012,5,Tour du Chablais #6 Montreux,Running,2012
1374,http://services.datasport.com/2012/lauf/aegeri,CCH,Fri 20.07.2012,7,"Aegeriseelauf, Oberägeri",Running,2012
1375,http://services.datasport.com/2012/lauf/arosa,CCH,Sat 07.01.2012,1,"Swiss Snow Walk & Run, Arosa",Running,2012
1376,http://services.datasport.com/2012/lauf/baden,CCH,Sat 24.03.2012,3,"Badener Limmat-Lauf, Baden",Running,2012
