,catégorie,rang,nom,an,temps
53,QH2,207.0,Nic,-9223372036854775808,1900-01-01 00:51:22.900000
54,QD2,12.0,Nic,-9223372036854775808,1900-01-01 00:45:19.200000
55,SH1,166.0,Nic,-9223372036854775808,1900-01-01 01:50:15.300000
56,MH1,19.0,Nie,-9223372036854775808,1900-01-01 02:53:30.100000
57,SH4,108.0,Nie,-9223372036854775808,1900-01-01 01:44:29.500000
58,MH2,252.0,Nig,-9223372036854775808,1900-01-01 03:37:32
59,SH2,435.0,Nig,-9223372036854775808,1900-01-01 02:06:31.100000
60,QH3,200.0,Nik,-9223372036854775808,1900-01-01 01:13:05.500000
61,K4,72.0,Nik,-9223372036854775808,1900-01-01 00:21:46
62,SH1,111.0,Nil,-9223372036854775808,1900-01-01 01:37:38
63,K3,52.0,Niq,-9223372036854775808,1900-01-01 00:18:48.600000
64,QD1,96.0,Nis,-9223372036854775808,1900-01-01 00:56:33.200000
65,RH,29.0,Niv,-9223372036854775808,1900-01-01 00:46:13
66,K2,93.0,Niv,-9223372036854775808,1900-01-01 00:23:28.600000
67,MH1,116.0,Noc,-9223372036854775808,1900-01-01 03:57:57.800000
68,SH2,163.0,Noe,-9223372036854775808,1900-01-01 01:33:11.500000
69,SH4,219.0,Noe,-9223372036854775808,1900-01-01 02:06:06.100000
70,MH2,311.0,Noe,-9223372036854775808,1900-01-01 03:47:22.100000
71,SH2,400.0,Nog,-9223372036854775808,1900-01-01 01:57:06.400000
72,SH1,87.0,Noi,-9223372036854775808,1900-01-01 01:34:05
73,SH3,392.0,Noi,-9223372036854775808,1900-01-01 02:13:23.100000
74,SD2,129.0,Noi,-9223372036854775808,1900-01-01 02:13:23.500000
75,K4,74.0,Nor,-9223372036854775808,1900-01-01 00:22:14.200000
76,QH1,146.0,Nor,-9223372036854775808,1900-01-01 00:48:00
77,SH2,300.0,Nor,-9223372036854775808,1900-01-01 01:43:02.500000
78,QD1,104.0,Nor,-9223372036854775808,1900-01-01 00:57:32.100000
79,QH4,41.0,Nor,-9223372036854775808,1900-01-01 00:49:43.800000
80,QH1,48.0,Nor,-9223372036854775808,1900-01-01 00:40:12.500000
81,MH3,376.0,Nor,-9223372036854775808,1900-01-01 04:43:21.300000
82,SH4,148.0,Not,-9223372036854775808,1900-01-01 01:50:36.200000
83,RJG,7.0,Not,-9223372036854775808,1900-01-01 00:47:09.700000
84,SH2,31.0,Not,-9223372036854775808,1900-01-01 01:19:41.600000
85,K4,65.0,Not,-9223372036854775808,1900-01-01 00:19:40
86,MH2,204.0,Nou,-9223372036854775808,1900-01-01 03:28:51.100000
87,QH3,98.0,Nou,-9223372036854775808,1900-01-01 00:48:20.900000
88,QD2,50.0,Nou,-9223372036854775808,1900-01-01 00:52:28.600000
89,MH2,171.0,Nus,-9223372036854775808,1900-01-01 03:24:36
90,K4,40.0,Nus,-9223372036854775808,1900-01-01 00:17:53
91,MD4,1.0,Nus,-9223372036854775808,1900-01-01 03:37:40.900000
92,SH2,217.0,Nus,-9223372036854775808,1900-01-01 01:36:40.800000
93,K3,90.0,Nyd,-9223372036854775808,1900-01-01 00:20:53.400000
94,RH,156.0,Nyd,-9223372036854775808,1900-01-01 01:17:17.700000
0,MH3,121.0,Saa,,1900-01-01 03:27:25.800000
1,SH3,229.0,Sab,,1900-01-01 01:44:45.200000
2,SD3,76.0,Sac,,1900-01-01 02:01:16.100000
3,SD3,107.0,Sad,,1900-01-01 02:21:54.300000
4,K8,56.0,Sad,,1900-01-01 00:22:35.700000
5,K7,79.0,Sad,,1900-01-01 00:27:01.100000
6,MH3,313.0,Sae,,1900-01-01 04:03:21.900000
7,QH1,213.0,Sag,,1900-01-01 01:01:56.800000
8,MD1,13.0,Sag,,1900-01-01 03:43:15.600000
9,SH2,234.0,Sag,,1900-01-01 01:38:04.500000
10,QH2,44.0,Sah,,1900-01-01 00:39:58
11,MH3,102.0,Sai,,1900-01-01 03:23:24.400000
12,MH3,179.0,Sai,,1900-01-01 03:36:50.500000
13,MD3,22.0,Sai,,1900-01-01 03:55:04.300000
14,QH1,4.0,Sai,,1900-01-01 00:33:45.200000
15,MH4,79.0,Sal,,1900-01-01 03:46:55.700000
16,SD1,56.0,Sal,,1900-01-01 01:58:48.500000
17,MH1,41.0,Sal,,1900-01-01 03:13:54.900000
18,K5,21.0,Sal,,1900-01-01 00:22:36.100000
19,K3,13.0,Sal,,1900-01-01 00:16:50
20,MD2,11.0,Sal,,1900-01-01 03:26:08.300000
21,MH2,202.0,Sal,,1900-01-01 03:28:39
22,SD3,73.0,Sal,,1900-01-01 02:00:39
23,QD2,24.0,Sal,,1900-01-01 00:49:21.700000
24,K1,40.0,Sal,,1900-01-01 00:21:57.100000
25,QH1,101.0,Sam,,1900-01-01 00:44:12.200000
26,QH4,21.0,Sam,,1900-01-01 00:46:24.200000
27,QD2,186.0,Sam,,1900-01-01 01:11:58.800000
28,QH2,244.0,Sam,,1900-01-01 00:55:39.300000
29,MH2,96.0,Sam,,1900-01-01 03:10:08.700000
30,SH2,247.0,San,,1900-01-01 01:38:44.300000
31,SH2,197.0,San,,1900-01-01 01:35:31.100000
32,MH3,29.0,San,,1900-01-01 03:05:26.300000
33,MD1,10.0,San,,1900-01-01 03:30:05.500000
34,MH2,422.0,San,,1900-01-01 04:32:06.400000
35,K1,44.0,San,,1900-01-01 00:22:16.600000
36,K6,30.0,San,,1900-01-01 00:24:09.700000
37,QD2,82.0,San,,1900-01-01 00:54:54.600000
38,SH2,336.0,San,,1900-01-01 01:46:41.300000
39,K2,23.0,San,,1900-01-01 00:18:42.900000
40,RH,173.0,San,,1900-01-01 01:50:16
41,RD,60.0,San,,1900-01-01 01:50:16.600000
42,K8,39.0,San,,1900-01-01 00:21:22.100000
43,QH2,202.0,San,,1900-01-01 00:50:45.100000
44,SH2,15.0,San,,1900-01-01 01:15:12.600000
45,QD1,82.0,Sap,,1900-01-01 00:55:07.800000
46,SD3,8.0,Sap,,1900-01-01 01:36:09.100000
47,SD3,105.0,Sap,,1900-01-01 02:18:46
48,SH3,378.0,Sap,,1900-01-01 02:07:04.400000
49,MH2,28.0,Sar,,1900-01-01 02:53:17.200000
50,SD1,37.0,Sar,,1900-01-01 01:51:18.200000
51,MH4,71.0,Sar,,1900-01-01 03:42:20.900000
52,MD2,63.0,Sas,,1900-01-01 04:30:13.200000
53,MH1,99.0,Sau,,1900-01-01 03:47:24.700000
54,QD4,12.0,Sau,,1900-01-01 00:55:38.900000
55,K2,3.0,Sau,,1900-01-01 00:16:24.700000
56,QD2,117.0,Sau,,1900-01-01 00:58:15.200000
57,K6,17.0,Sau,,1900-01-01 00:21:39.500000
58,MH2,353.0,Sau,,1900-01-01 03:58:07.700000
59,MH4,143.0,Sau,,1900-01-01 04:10:55.300000
60,RH,24.0,Sau,,1900-01-01 00:44:38.500000
61,K8,66.0,Sau,,1900-01-01 00:23:53.800000
62,K1,24.0,Sau,,1900-01-01 00:20:42
63,QH3,119.0,Sav,,1900-01-01 00:49:55.100000
64,QH1,100.0,Sav,,1900-01-01 00:44:07.600000
65,QD2,51.0,Sav,,1900-01-01 00:52:29.800000
66,SH3,269.0,Sav,,1900-01-01 01:48:05.100000
67,MH2,349.0,Sav,,1900-01-01 03:56:21.600000
68,SH3,325.0,Sav,,1900-01-01 01:55:04
69,RH,131.0,Sax,,1900-01-01 01:08:53.700000
70,MH4,96.0,Sax,,1900-01-01 03:52:23.900000
71,QH1,85.0,Say,,1900-01-01 00:43:33.400000
72,QD1,63.0,Sbr,,1900-01-01 00:51:07.400000
73,MH2,379.0,Sca,,1900-01-01 04:03:33.900000
74,MH3,213.0,Sca,,1900-01-01 03:42:26.400000
75,SH4,25.0,Sca,,1900-01-01 01:31:18.200000
76,SD2,29.0,Sce,,1900-01-01 01:44:40
77,MH2,190.0,Sch,,1900-01-01 03:27:11.900000
78,K3,115.0,Sch,,1900-01-01 00:25:47
79,MH2,168.0,Sch,,1900-01-01 03:24:07.500000
80,MH2,135.0,Sch,,1900-01-01 03:18:51.100000
81,MD1,5.0,Sch,,1900-01-01 03:18:49.900000
82,QH4,28.0,Sch,,1900-01-01 00:47:26.200000
83,MD3,38.0,Sch,,1900-01-01 04:25:21.700000
84,SH2,98.0,Sch,,1900-01-01 01:28:09.600000
85,MH3,225.0,Sch,,1900-01-01 03:44:43.500000
86,QH3,64.0,Sch,,1900-01-01 00:45:02.300000
87,SH3,253.0,Sch,,1900-01-01 01:46:55.600000
88,MH2,8.0,Sch,,1900-01-01 02:36:10.800000
89,QD2,79.0,Sch,,1900-01-01 00:54:31
90,QH2,185.0,Sch,,1900-01-01 00:49:26.300000
91,SH2,407.0,Sch,,1900-01-01 01:58:07.900000
92,SH4,32.0,Sch,,1900-01-01 01:34:03.800000
93,QH2,258.0,Sch,,1900-01-01 00:57:52.200000
94,K1,61.0,Sch,,1900-01-01 00:23:55.900000
95,K5,12.0,Sch,,1900-01-01 00:18:13.300000
96,QD3,63.0,Sch,,1900-01-01 00:58:19.700000
97,SH3,261.0,Sch,,1900-01-01 01:47:33.100000
98,MH2,299.0,Sch,,1900-01-01 03:45:18.400000
99,MH2,207.0,Sch,,1900-01-01 03:29:21.500000
100,SH1,54.0,Sch,,1900-01-01 01:29:39.300000
101,SH4,165.0,Sch,,1900-01-01 01:53:20.800000
102,QH1,27.0,Sch,,1900-01-01 00:38:34.200000
103,SH4,71.0,Sch,,1900-01-01 01:40:38.300000
104,MH3,7.0,Sch,,1900-01-01 02:50:55.600000
105,SH1,52.0,Sch,,1900-01-01 01:29:22.500000
106,QD1,65.0,Sch,,1900-01-01 00:51:29
107,MH3,291.0,Sch,,1900-01-01 03:58:26.500000
108,K5,16.0,Sch,,1900-01-01 00:19:06.100000
109,SH3,133.0,Sch,,1900-01-01 01:36:45.300000
110,MH2,283.0,Sch,,1900-01-01 03:42:59
111,MH3,343.0,Sch,,1900-01-01 04:14:56.300000
112,SH3,78.0,Sch,,1900-01-01 01:31:49.500000
113,SH4,86.0,Sch,,1900-01-01 01:42:15.200000
114,MH1,84.0,Sch,,1900-01-01 03:40:21.400000
115,K7,60.0,Sch,,1900-01-01 00:23:31.200000
116,MH2,357.0,Sch,,1900-01-01 03:58:57.800000
117,K1,102.0,Sch,,1900-01-01 00:28:27.100000
118,SH1,43.0,Sch,,1900-01-01 01:27:38.900000
119,K7,48.0,Sch,,1900-01-01 00:22:28.500000
120,K3,28.0,Sch,,1900-01-01 00:17:40.200000
121,K6,6.0,Sch,,1900-01-01 00:20:21.700000
122,QH3,149.0,Sch,,1900-01-01 00:53:10.500000
123,SD2,76.0,Sch,,1900-01-01 01:56:56.800000
124,SH1,184.0,Sch,,1900-01-01 01:58:05.900000
125,RD,40.0,Sch,,1900-01-01 01:16:14.100000
126,RD,41.0,Sch,,1900-01-01 01:16:14.900000
127,MH2,276.0,Sch,,1900-01-01 03:41:18.800000
128,MH2,245.0,Sch,,1900-01-01 03:36:01.900000
129,QH1,151.0,Sch,,1900-01-01 00:48:17.200000
130,SD2,51.0,Sch,,1900-01-01 01:49:06.800000
131,MH2,282.0,Sch,,1900-01-01 03:42:45.700000
132,SH3,254.0,Sch,,1900-01-01 01:46:58.200000
133,MD3,8.0,Sch,,1900-01-01 03:32:27.100000
134,SH1,13.0,Sch,,1900-01-01 01:17:48.300000
135,QH2,2.0,Sch,,1900-01-01 00:32:49
136,RH,174.0,Sch,,1900-01-01 01:56:58.500000
137,SD1,79.0,Sch,,1900-01-01 02:15:47.800000
138,SH4,9.0,Sch,,1900-01-01 01:26:18.500000
139,QH2,16.0,Sch,,1900-01-01 00:36:24.400000
140,MH3,78.0,Sch,,1900-01-01 03:19:34.400000
141,MH2,229.0,Sch,,1900-01-01 03:33:04.300000
142,SH3,145.0,Sch,,1900-01-01 01:37:43.600000
143,MH2,87.0,Sch,,1900-01-01 03:08:12.200000
144,QH2,208.0,Sch,,1900-01-01 00:51:30.500000
145,MH3,334.0,Sch,,1900-01-01 04:09:51.600000
146,SD2,122.0,Sch,,1900-01-01 02:07:53.500000
147,QH2,17.0,Sch,,1900-01-01 00:36:25
148,QD2,110.0,Sch,,1900-01-01 00:57:37.100000
149,SH2,455.0,Sch,,1900-01-01 02:27:57.400000
150,RJG,1.0,Sch,,1900-01-01 00:40:48.200000
151,SH2,106.0,Sch,,1900-01-01 01:28:36.400000
152,SD2,36.0,Sch,,1900-01-01 01:45:39.700000
153,MH4,59.0,Sch,,1900-01-01 03:37:35.600000
154,MH2,288.0,Sch,,1900-01-01 03:43:33.500000
155,MH1,30.0,Sch,,1900-01-01 03:07:12.900000
156,QD2,96.0,Sch,,1900-01-01 00:56:28
157,QH3,148.0,Sch,,1900-01-01 00:53:09.700000
158,MH1,46.0,Sch,,1900-01-01 03:16:46.500000
159,SH2,357.0,Sch,,1900-01-01 01:50:00.300000
160,SH3,100.0,Sch,,1900-01-01 01:34:18.100000
161,QD4,4.0,Sch,,1900-01-01 00:47:06.600000
162,MH4,24.0,Sch,,1900-01-01 03:22:17.400000
163,SH3,84.0,Sch,,1900-01-01 01:32:19.700000
164,QH1,1.0,Sch,,1900-01-01 00:31:48.700000
165,MH2,387.0,Sch,,1900-01-01 04:08:09.800000
166,MD2,68.0,Sch,,1900-01-01 04:54:42
167,MH2,325.0,Sch,,1900-01-01 03:50:20.200000
168,RD,5.0,Sch,,1900-01-01 00:49:38.800000
169,MH4,72.0,Sch,,1900-01-01 03:43:49.600000
170,QH2,262.0,Sch,,1900-01-01 00:59:00.300000
171,SH1,40.0,Sch,,1900-01-01 01:26:33.800000
172,MH2,179.0,Sch,,1900-01-01 03:26:24.800000
173,SD2,113.0,Sch,,1900-01-01 02:06:03.300000
174,MH3,387.0,Sch,,1900-01-01 05:01:21.400000
175,QD1,58.0,Sch,,1900-01-01 00:50:19.900000
176,QD4,1.0,Sch,,1900-01-01 00:40:54.100000
177,MD1,19.0,Sch,,1900-01-01 03:50:50.400000
178,K2,76.0,Sch,,1900-01-01 00:21:40
179,QD1,121.0,Sch,,1900-01-01 00:59:59.700000
180,SD4,26.0,Sch,,1900-01-01 02:08:18.300000
181,K1,50.0,Sch,,1900-01-01 00:22:50.500000
182,SH3,48.0,Sch,,1900-01-01 01:27:59.600000
183,MH4,159.0,Sch,,1900-01-01 04:18:30.800000
184,QD3,39.0,Sch,,1900-01-01 00:54:58.700000
185,MH4,23.0,Sch,,1900-01-01 03:20:45.700000
186,MH4,16.0,Sch,,1900-01-01 03:17:42.500000
187,MD4,29.0,Sch,,1900-01-01 05:16:59.500000
188,MH2,97.0,Sch,,1900-01-01 03:10:18.600000
189,SD1,63.0,Sch,,1900-01-01 02:01:27.600000
190,QH1,171.0,Sch,,1900-01-01 00:50:32.200000
191,K7,74.0,Sch,,1900-01-01 00:25:51
192,MH3,323.0,Sch,,1900-01-01 04:06:56.500000
193,SH1,178.0,Sch,,1900-01-01 01:55:23.300000
194,QD4,13.0,Sch,,1900-01-01 00:55:40.700000
195,SH2,328.0,Sch,,1900-01-01 01:45:44.600000
196,SD1,53.0,Sch,,1900-01-01 01:57:49.200000
197,SD4,15.0,Sch,,1900-01-01 01:59:01.900000
198,MH4,155.0,Sch,,1900-01-01 04:16:02
199,QD2,6.0,Sch,,1900-01-01 00:42:35.400000
200,RH,11.0,Sch,,1900-01-01 00:41:38.700000
201,MH4,42.0,Sch,,1900-01-01 03:33:31.800000
202,SH3,364.0,Sch,,1900-01-01 02:02:05.600000
203,MH4,104.0,Sch,,1900-01-01 03:53:32
204,K1,104.0,Sch,,1900-01-01 00:28:47.500000
205,SD2,74.0,Sci,,1900-01-01 01:56:42.800000
206,SH3,169.0,Sco,,1900-01-01 01:40:37.100000
207,QH3,40.0,Scu,,1900-01-01 00:42:14.300000
208,MH1,24.0,Sea,,1900-01-01 02:57:35.400000
209,SH3,53.0,Sei,,1900-01-01 01:28:38.600000
210,QD2,13.0,Sei,,1900-01-01 00:45:50
211,MH3,305.0,Sei,,1900-01-01 04:00:01.400000
212,MH2,328.0,Sei,,1900-01-01 03:50:51.800000
213,MH2,407.0,Sei,,1900-01-01 04:18:05.800000
214,MH2,441.0,Sel,,1900-01-01 04:48:43.200000
215,SH4,153.0,Sen,,1900-01-01 01:51:08.600000
216,QH1,118.0,Sen,,1900-01-01 00:44:56.400000
217,SD2,61.0,Sen,,1900-01-01 01:53:11.700000
218,SH2,345.0,Sen,,1900-01-01 01:48:33.800000
219,MH2,88.0,Sen,,1900-01-01 03:08:16.700000
220,QD2,89.0,Sen,,1900-01-01 00:55:53
221,SH2,289.0,Sen,,1900-01-01 01:42:04.900000
222,QH1,212.0,Sen,,1900-01-01 01:01:40
223,SH2,51.0,Sep,,1900-01-01 01:22:32
224,QH2,192.0,Ser,,1900-01-01 00:50:00.800000
225,MH2,47.0,Ser,,1900-01-01 02:58:25.700000
226,RH,68.0,Ser,,1900-01-01 00:53:34.700000
227,QH1,20.0,Ser,,1900-01-01 00:37:55
228,K2,60.0,Ses,,1900-01-01 00:20:36.400000
229,K3,74.0,Ses,,1900-01-01 00:19:40.100000
230,SH4,28.0,Set,,1900-01-01 01:32:11.400000
231,QD3,80.0,Sev,,1900-01-01 01:00:35.700000
232,SH2,457.0,Shi,,1900-01-01 02:31:46.100000
233,SH4,149.0,Shi,,1900-01-01 01:50:42.600000
234,MD4,11.0,Shi,,1900-01-01 04:21:50.600000
235,SH4,229.0,Shi,,1900-01-01 02:10:21.600000
236,MH4,171.0,Shi,,1900-01-01 04:27:15.300000
237,QD4,30.0,Shi,,1900-01-01 01:07:21.100000
238,QD1,150.0,Sib,,1900-01-01 01:08:48.700000
239,K6,38.0,Sid,,1900-01-01 00:27:04.800000
240,SH1,34.0,Sid,,1900-01-01 01:25:41.700000
241,SH2,88.0,Sie,,1900-01-01 01:26:26
242,SH3,201.0,Sie,,1900-01-01 01:42:54.300000
243,SH4,190.0,Sie,,1900-01-01 01:58:00.900000
244,QH4,59.0,Sie,,1900-01-01 00:52:13.700000
245,MH1,17.0,Sie,,1900-01-01 02:52:09.100000
246,RH,50.0,Sie,,1900-01-01 00:49:44.600000
247,SH2,431.0,Sie,,1900-01-01 02:03:59.500000
248,MH2,197.0,Sif,,1900-01-01 03:28:08.600000
249,MH4,187.0,Sig,,1900-01-01 04:45:37.200000
250,MH2,118.0,Sil,,1900-01-01 03:14:27.400000
251,QH3,130.0,Sil,,1900-01-01 00:50:39.300000
252,SH2,13.0,Sil,,1900-01-01 01:15:06.200000
253,QD1,105.0,Sim,,1900-01-01 00:57:38.900000
254,SH1,199.0,Sim,,1900-01-01 02:07:34.400000
255,SH2,273.0,Sim,,1900-01-01 01:40:51.500000
256,QH1,180.0,Sim,,1900-01-01 00:51:51.200000
257,MH1,105.0,Sim,,1900-01-01 03:53:56.300000
258,QH1,75.0,Sim,,1900-01-01 00:42:41.200000
259,MD4,25.0,Sim,,1900-01-01 04:51:42.900000
260,SH4,191.0,Sim,,1900-01-01 01:58:45.500000
261,MH1,26.0,Sim,,1900-01-01 03:00:33.800000
262,SH2,287.0,Sim,,1900-01-01 01:41:59.200000
263,SH2,373.0,Sim,,1900-01-01 01:52:22.900000
264,MH3,390.0,Sim,,1900-01-01 05:17:40.700000
265,SH1,142.0,Sir,,1900-01-01 01:44:41.600000
266,QH3,114.0,Sis,,1900-01-01 00:49:40.700000
267,MH2,267.0,Sit,,1900-01-01 03:39:33.700000
268,SH2,248.0,Sit,,1900-01-01 01:38:45.400000
269,SH2,218.0,Sla,,1900-01-01 01:36:42.300000
270,MD2,39.0,Sla,,1900-01-01 03:54:10
271,QD1,134.0,Sle,,1900-01-01 01:02:35.600000
272,MH4,114.0,Smi,,1900-01-01 03:58:56.200000
273,SD3,33.0,Smi,,1900-01-01 01:49:56.200000
274,MH3,54.0,Soa,,1900-01-01 03:13:31.900000
275,K4,78.0,Soa,,1900-01-01 00:27:59.900000
276,SH4,93.0,Sol,,1900-01-01 01:43:02.800000
277,SH4,203.0,Sol,,1900-01-01 02:00:37.100000
278,QH3,147.0,Sol,,1900-01-01 00:52:57.300000
279,QH2,211.0,Sol,,1900-01-01 00:51:53.300000
280,QH2,67.0,Sol,,1900-01-01 00:42:21.200000
281,MD3,27.0,Som,,1900-01-01 04:04:19
282,K9,38.0,Som,,1900-01-01 00:23:46.600000
283,K8,31.0,Som,,1900-01-01 00:20:49.900000
284,RD,14.0,Som,,1900-01-01 01:00:03.500000
285,SH4,154.0,Son,,1900-01-01 01:51:20.300000
286,SH3,4.0,Son,,1900-01-01 01:15:36.900000
287,QH3,17.0,Son,,1900-01-01 00:39:06.200000
288,MH2,71.0,Son,,1900-01-01 03:03:29.800000
289,QH1,139.0,Sor,,1900-01-01 00:47:12.900000
290,SH3,98.0,Sot,,1900-01-01 01:34:12.800000
291,SH2,102.0,Sou,,1900-01-01 01:28:27.700000
292,QH1,158.0,Sou,,1900-01-01 00:49:03.700000
293,QD2,129.0,Spa,,1900-01-01 00:58:53.900000
294,MH2,280.0,Spa,,1900-01-01 03:42:28
295,MH3,329.0,Spe,,1900-01-01 04:08:06.600000
296,MH2,383.0,Spe,,1900-01-01 04:06:58.300000
297,SH4,92.0,Spi,,1900-01-01 01:42:58.600000
298,MH2,429.0,Spi,,1900-01-01 04:36:35.600000
299,MH4,189.0,Spi,,1900-01-01 04:46:09.300000
300,SH4,73.0,Spi,,1900-01-01 01:40:49.700000
301,MH2,22.0,Spi,,1900-01-01 02:47:26.100000
302,QH2,220.0,Spi,,1900-01-01 00:52:38.900000
303,QD4,22.0,Spi,,1900-01-01 01:01:10.100000
304,SH1,65.0,Spo,,1900-01-01 01:31:16.900000
305,QD3,17.0,Spr,,1900-01-01 00:50:07.200000
306,QH4,52.0,Spr,,1900-01-01 00:50:56.900000
307,QH1,181.0,Spr,,1900-01-01 00:51:58.300000
308,MH3,283.0,Spr,,1900-01-01 03:56:42
309,QH1,162.0,Sta,,1900-01-01 00:49:45.800000
310,RH,124.0,Sta,,1900-01-01 01:07:22.900000
311,QH1,86.0,Sta,,1900-01-01 00:43:36.500000
312,MH3,377.0,Sta,,1900-01-01 04:43:58.600000
313,MH2,263.0,Sta,,1900-01-01 03:38:54.500000
314,SH4,57.0,Sta,,1900-01-01 01:38:14.700000
315,SH2,204.0,Sta,,1900-01-01 01:35:48.600000
316,RH,35.0,Sta,,1900-01-01 00:47:00.100000
317,SH3,197.0,Sta,,1900-01-01 01:42:43.900000
318,MH3,295.0,Sta,,1900-01-01 03:58:44.100000
319,MH3,95.0,Sta,,1900-01-01 03:22:26.300000
320,SH3,91.0,Sta,,1900-01-01 01:33:45.900000
321,K2,12.0,Sta,,1900-01-01 00:17:39.700000
322,MH3,214.0,Sta,,1900-01-01 03:42:37.800000
323,QD3,101.0,Sta,,1900-01-01 01:06:50.500000
324,SH1,85.0,Sta,,1900-01-01 01:33:56.300000
325,SH1,82.0,Sta,,1900-01-01 01:33:16
326,MH1,107.0,Sta,,1900-01-01 03:54:44.200000
327,RD,51.0,Sta,,1900-01-01 01:27:12.500000
328,RH,139.0,Sta,,1900-01-01 01:10:18.600000
329,SD4,24.0,Sta,,1900-01-01 02:06:04.200000
330,QH2,71.0,Sta,,1900-01-01 00:42:38.600000
331,SD2,98.0,Sta,,1900-01-01 02:01:56.600000
332,QH2,24.0,Sta,,1900-01-01 00:37:34.300000
333,SH4,87.0,Sta,,1900-01-01 01:42:16.300000
334,QD2,184.0,Sta,,1900-01-01 01:07:43.900000
335,MH3,123.0,Ste,,1900-01-01 03:28:14.800000
336,MH3,57.0,Ste,,1900-01-01 03:14:44.500000
337,SH3,39.0,Ste,,1900-01-01 01:26:43.700000
338,MH2,220.0,Ste,,1900-01-01 03:31:04.300000
339,MH2,257.0,Ste,,1900-01-01 03:38:05
340,SD3,27.0,Ste,,1900-01-01 01:48:33.200000
341,SH4,31.0,Ste,,1900-01-01 01:33:47.300000
342,QH3,108.0,Ste,,1900-01-01 00:49:15.500000
343,MH3,208.0,Ste,,1900-01-01 03:41:20.100000
344,MH4,87.0,Ste,,1900-01-01 03:50:03.800000
345,QD3,16.0,Ste,,1900-01-01 00:50:04.300000
346,MH4,51.0,Ste,,1900-01-01 03:34:59.200000
347,MH4,56.0,Ste,,1900-01-01 03:36:10.700000
348,QD2,98.0,Ste,,1900-01-01 00:56:31.400000
349,SD2,117.0,Ste,,1900-01-01 02:07:11.200000
350,SH3,388.0,Ste,,1900-01-01 02:10:15
351,QH2,149.0,Ste,,1900-01-01 00:47:16.700000
352,MH1,71.0,Ste,,1900-01-01 03:35:00.800000
353,SH2,174.0,Ste,,1900-01-01 01:33:51.600000
354,SH3,202.0,Ste,,1900-01-01 01:42:56.900000
355,QD2,44.0,Ste,,1900-01-01 00:51:37.200000
356,QD1,70.0,Ste,,1900-01-01 00:51:41.500000
357,K3,74.0,Ste,,1900-01-01 00:19:40.100000
358,SH1,6.0,Sti,,1900-01-01 01:13:55.900000
359,MH2,34.0,Sto,,1900-01-01 02:55:36.400000
360,SH4,100.0,Sto,,1900-01-01 01:43:42.900000
361,MH3,119.0,Sto,,1900-01-01 03:26:45.600000
362,SD4,6.0,Sto,,1900-01-01 01:42:39.300000
363,SD1,12.0,Sto,,1900-01-01 01:37:23.700000
364,MH2,230.0,Sto,,1900-01-01 03:33:11.500000
365,MH3,228.0,Sto,,1900-01-01 03:45:19.100000
366,MH1,133.0,Sto,,1900-01-01 04:09:21.400000
367,SH1,202.0,Sto,,1900-01-01 02:14:54.900000
368,MH2,326.0,Sto,,1900-01-01 03:50:28.700000
369,SH1,175.0,Sto,,1900-01-01 01:54:22.400000
370,SH3,288.0,Sto,,1900-01-01 01:49:35.100000
371,RH,97.0,Sto,,1900-01-01 00:59:33.700000
372,RD,23.0,Str,,1900-01-01 01:05:45.700000
373,MH1,142.0,Str,,1900-01-01 04:15:56.300000
374,K9,11.0,Str,,1900-01-01 00:17:52.200000
375,QH1,87.0,Str,,1900-01-01 00:43:39.100000
376,SD1,64.0,Str,,1900-01-01 02:01:36.800000
377,SD2,120.0,Str,,1900-01-01 02:07:43.400000
378,QD4,10.0,Str,,1900-01-01 00:55:34.600000
379,SH2,454.0,Str,,1900-01-01 02:26:38.500000
380,MH2,241.0,Str,,1900-01-01 03:35:13.100000
381,SH4,60.0,Str,,1900-01-01 01:38:45.600000
382,MH2,30.0,Str,,1900-01-01 02:53:55.100000
383,MH4,122.0,Str,,1900-01-01 04:02:58.700000
384,MH2,348.0,Str,,1900-01-01 03:56:12.600000
385,MH3,61.0,Str,,1900-01-01 03:15:34.900000
386,SH3,350.0,Str,,1900-01-01 01:58:29.700000
387,SH4,72.0,Str,,1900-01-01 01:40:48.300000
388,MH2,84.0,Stu,,1900-01-01 03:07:56.300000
389,K1,88.0,Stu,,1900-01-01 00:26:50.800000
390,SD2,97.0,Stu,,1900-01-01 02:01:54
391,MH2,41.0,Stu,,1900-01-01 02:57:19.700000
392,MD2,9.0,Stu,,1900-01-01 03:25:23.300000
393,QD2,123.0,Stu,,1900-01-01 00:58:34.700000
394,MH3,111.0,Stu,,1900-01-01 03:25:22.300000
395,QH1,185.0,Stu,,1900-01-01 00:52:34.500000
396,MH3,67.0,Stu,,1900-01-01 03:17:22.500000
397,SH1,173.0,Stu,,1900-01-01 01:53:15.100000
398,K3,29.0,Stu,,1900-01-01 00:17:41.100000
399,QH3,19.0,Stu,,1900-01-01 00:39:14.100000
400,K1,99.0,Stu,,1900-01-01 00:28:14.300000
401,MH2,402.0,Stu,,1900-01-01 04:15:13.200000
402,QH1,157.0,Sty,,1900-01-01 00:49:02.500000
403,SH2,58.0,Sub,,1900-01-01 01:24:11.600000
404,SD3,115.0,Sub,,1900-01-01 02:36:51.500000
405,QH3,141.0,Sub,,1900-01-01 00:52:10.100000
